,Year,Model,Condition,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
528,2023,pilot touring,New,4.8,modern steel metallic,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,4,4.7,4.5,5.0,4.4,4.7,4.9,NJ,Dealer
529,2019,ridgeline sport,Used,4.7,crystal black pearl,black,FWD,19–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,57676,4.9,4.8,4.8,4.6,4.7,4.9,FL,Dealer
530,2022,ridgeline black,New,4.9,nh-731p/crystal bl,black,AWD,18–24,Gasoline,9-speed automatic,V6 Cylinder Engine,3097,5.0,4.9,4.9,4.3,4.7,5.0,NC,Dealer
531,2022,ridgeline rtl-e,New,3.9,pacific pewter metallic,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8,5.0,4.9,4.9,4.3,4.7,5.0,CA,Dealer
532,2009,accord ex-l,Used,4.3,white,gray,FWD,21–30,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,130569,4.4,4.4,4.3,4.4,4.5,4.5,MN,Dealer
533,2016,civic ex-l,Used,4.9,blue,gray,FWD,31–42,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,45644,4.6,4.6,4.6,4.6,4.8,4.6,WI,Dealer
534,2022,passport elite,Used,4.9,platinum white pearl,gray,AWD,19–24,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,11889,5.0,5.0,4.9,5.0,4.9,5.0,MD,Dealer
535,2021,pilot ex-l,Used,3.9,black,black,AWD,19–26,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,24685,4.9,4.8,4.8,4.7,4.7,4.8,WI,Dealer
536,2021,passport touring,Used,4.1,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12162,4.9,4.7,4.8,4.6,4.8,4.8,AK,Dealer
537,2021,passport ex-l,Used,4.8,black,gray,AWD,19–24,Gasoline,automatic,V6 Cylinder Engine,35970,4.9,4.7,4.8,4.6,4.8,4.8,NC,Dealer
538,2022,pilot special edition,New,3.6,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,WV,Dealer
539,2023,accord hybrid sport,New,5.0,lunar silver metallic,black,FWD,46–41,Hybrid,variable,Gas/Electric I-4 2.0 L/122,0,4.7,5.0,5.0,4.4,4.5,5.0,CA,Dealer
540,2016,pilot elite,Used,4.6,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,71594,4.7,4.6,4.5,4.4,4.6,4.6,ND,Dealer
541,2016,odyssey ex-l,Used,4.7,lunar silver metallic,gray,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,114828,4.8,4.6,4.7,4.6,4.7,4.8,NH,Dealer
542,2020,civic ex,Honda Certified,4.9,gray,gray,FWD,32–42,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,25737,4.8,4.8,4.9,4.8,4.9,4.9,WI,Dealer
543,2019,civic ex,Used,5.0,white,black,FWD,31–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,47715,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
544,2022,accord hybrid sport,Used,5.0,radiant red metallic,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,17217,4.9,5.0,5.0,4.9,4.9,5.0,IL,Dealer
545,2018,accord ex-l,Used,4.7,crystal black pearl,black,FWD,30–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,99188,4.8,4.8,4.7,4.7,4.8,4.8,GA,Dealer
546,2020,ridgeline rtl,Used,4.7,pacific pewter metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,41998,4.8,4.7,4.6,4.5,4.7,4.7,FL,Dealer
547,2019,pilot touring 8-passenger,Used,4.7,black,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,46812,4.8,4.7,4.7,4.6,4.7,4.8,IL,Dealer
548,2007,element lx,Used,4.5,blue,mocha,4WD,21–26,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,75048,4.2,4.4,4.2,4.5,4.5,4.6,OH,Dealer
549,2018,odyssey elite,Used,4.6,deep scarlet pearl,beige,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,65083,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
550,2015,accord lx,Used,4.5,alabaster silver metallic,black,FWD,27–36,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,66595,4.7,4.6,4.7,4.7,4.7,4.8,SC,Dealer
551,2023,cr-v hybrid sport touring,New,5.0,still night pearl,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,5,5.0,3.0,4.0,4.0,5.0,5.0,NJ,Dealer
552,2022,pilot sport,Used,5.0,white,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9322,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
553,2019,accord lx,Used,4.5,champagne frost pearl,ivory,FWD,30–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,29549,4.7,4.7,4.7,4.7,4.8,4.8,IA,Dealer
554,2018,civic lx,Used,4.8,taffeta white,gray,FWD,31–40,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,80652,4.7,4.7,4.8,4.8,4.9,4.8,MN,Dealer
555,2012,crosstour ex-l,Used,4.9,white diamond pearl,mocha,4WD,18–26,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,92227,4.8,4.7,4.7,4.6,4.7,4.8,SC,Dealer
556,2023,ridgeline rtl-e,New,4.9,crystal black pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,4.8,4.8,4.2,5.0,5.0,NJ,Dealer
557,2013,pilot ex,Used,4.0,silver,gray,FWD,18–25,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,77853,4.6,4.5,4.4,4.6,4.4,4.7,IL,Dealer
558,2017,pilot ex-l,Used,4.7,white diamond pearl,beige,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,82056,4.8,4.7,4.7,4.6,4.7,4.7,FL,Dealer
559,2013,civic ex-l,Used,4.9,dyno blue pearl,gray,FWD,28–39,Gasoline,5-speed automatic,1.8L I4 16V MPFI SOHC,56964,4.5,4.5,4.4,4.7,4.6,4.8,CA,Dealer
560,2023,ridgeline rtl,New,5.0,silver metallic,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1,5.0,4.8,4.8,4.2,5.0,5.0,KY,Dealer
561,2022,pilot ex-l,New,5.0,lunar,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer
562,2023,cr-v hybrid sport touring,New,5.0,urban gray pearl,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,6,5.0,3.0,4.0,4.0,5.0,5.0,MA,Dealer
563,2021,accord sport 1.5t,Used,4.9,san marino red,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,43615,4.9,4.8,4.8,4.8,4.9,4.8,OK,Dealer
564,2023,odyssey elite,New,5.0,sonic gray pearl,black,FWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
565,2023,ridgeline black edition,New,4.8,platinum white pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,4.8,4.8,4.2,5.0,5.0,CA,Dealer
566,2022,pilot sport,Used,5.0,platinum white pearl,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4199,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
567,2019,odyssey elite,Used,5.0,modern steel metallic,gray,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,36452,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
568,2022,civic sport,New,4.6,rallye red,black,FWD,29–37,Gasoline,cvt,4 Cylinder Engine,18,4.6,4.9,4.4,4.6,4.6,4.7,OK,Dealer
569,2021,insight touring,Used,4.6,white,mocha,FWD,45–51,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,19854,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
570,2023,odyssey elite,New,4.4,crystal black pearl,black,FWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,4.0,4.0,4.0,5.0,OH,Dealer
571,2023,civic ex-l,New,5.0,meteorite gray metallic,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,40,4.6,5.0,4.9,4.4,3.9,4.7,NJ,Dealer
572,2022,accord hybrid sport,New,2.7,platinum white pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,0,4.9,5.0,5.0,4.9,4.9,5.0,VA,Dealer
573,2023,hr-v sport,New,5.0,urban gray pearl,black,FWD,26–32,Gasoline,variable,Regular Unleaded I-4 2.0 L/122,0,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer
574,2019,clarity plug-in hybrid base,Used,3.9,platinum white pearl,beige,FWD,23–31,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,27985,4.9,4.9,4.9,5.0,4.7,5.0,CA,Dealer
575,2016,cr-v se,Used,4.6,brown,black,AWD,25–31,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,114750,4.6,4.5,4.6,4.6,4.7,4.7,NC,Dealer
576,2022,pilot elite,New,5.0,crystal black,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer
577,2019,passport ex-l,Used,5.0,black forest pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9494,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
578,2022,civic si base,Used,4.8,blue,red / black,FWD,27–37,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,2235,4.2,4.0,4.5,4.2,4.5,5.0,NJ,Dealer
579,2020,odyssey ex-l,Used,5.0,platinum white pearl,beige,FWD,19–28,Gasoline,10-speed automatic,V6 Cylinder Engine,79344,4.8,4.8,4.7,4.6,4.7,4.7,SC,Dealer
580,2023,cr-v ex-l,New,4.6,still night pearl,mocha,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
581,2020,civic si base,Used,4.9,lunar silver metallic,black,FWD,26–36,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,16437,4.8,4.8,4.8,4.8,4.9,4.9,TN,Dealer
582,2022,accord hybrid sport,New,4.7,platinum white pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,12,4.9,5.0,5.0,4.9,4.9,5.0,LA,Dealer
583,2016,odyssey touring elite,Used,5.0,obsidian blue pearl,gray,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,80026,4.8,4.6,4.7,4.6,4.7,4.8,KY,Dealer
584,2020,accord sport 1.5t,Used,4.4,black,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,11207,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
585,2020,civic si base,Used,4.5,lunar silver metallic,black,FWD,26–36,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,50205,4.8,4.8,4.8,4.8,4.9,4.9,KS,Dealer
586,2023,cr-v hybrid sport touring,New,5.0,urban gray pearl,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,1,5.0,3.0,4.0,4.0,5.0,5.0,CO,Dealer
587,2023,pilot touring,New,5.0,sonic gray pearl,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.9,3.8,4.4,4.8,4.7,4.8,MA,Dealer
588,2023,cr-v ex-l,New,4.9,still night pearl,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,12,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer
589,2014,crosstour ex,Used,4.8,red,tan,FWD,22–31,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,112984,4.8,4.8,5.0,4.6,4.7,4.8,NC,Dealer
590,2017,ridgeline rtl,Used,5.0,white diamond pearl,black,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,109266,4.8,4.7,4.7,4.4,4.7,4.7,MO,Dealer
591,2022,accord sport 1.5t,New,4.6,platinum white pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,11,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer
592,2021,passport touring,Used,5.0,gray,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,24076,4.9,4.7,4.8,4.6,4.8,4.8,ID,Dealer
593,2022,pilot ex-l,Used,4.7,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9649,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer
594,2018,civic ex,Used,5.0,gray,black,FWD,31–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,73407,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer
595,2020,ridgeline sport,Honda Certified,4.5,platinum white pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,21862,4.8,4.7,4.6,4.5,4.7,4.7,NJ,Dealer
596,2022,accord hybrid sport,New,4.4,sonic gray pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,5,4.9,5.0,5.0,4.9,4.9,5.0,PA,Dealer
597,2023,civic si base,New,4.3,crystal black pearl,mocha,FWD,23–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,10,4.6,4.4,4.7,4.6,4.3,4.8,AZ,Dealer
598,2022,pilot sport,New,5.0,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer
599,2023,pilot touring,New,4.6,crystal black pearl,mocha,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,8,4.9,4.9,4.7,4.5,4.6,4.8,IL,Dealer
600,2023,odyssey sport,New,4.7,platinum white pearl,black,FWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,4.0,4.0,4.0,5.0,FL,Dealer
601,2022,pilot sport,New,4.8,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer
602,2019,accord hybrid touring,Used,4.2,obsidian blue pearl,mocha,FWD,48–48,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,80986,4.5,4.5,3.9,3.9,4.6,4.4,GA,Dealer
603,2022,cr-v touring,New,4.5,platinum white pearl,mocha,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,7,4.9,4.8,4.7,4.8,4.7,4.9,TX,Dealer
604,2021,passport touring,Used,4.8,lunar silver metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4835,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
605,2022,pilot trailsport,New,3.7,sonic gray pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
606,2022,accord sport 2.0t,New,4.2,still night pearl,black,FWD,22–32,Gasoline,10-speed automatic,2.0L I4 16V GDI DOHC Turbo,14,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
607,2023,pilot trailsport,New,4.6,sky,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.9,4.6,5.0,4.8,4.8,5.0,MI,Dealer
608,2022,accord hybrid sport,New,3.0,sonic gray pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,6,4.9,5.0,5.0,4.9,4.9,5.0,OH,Dealer
609,2020,accord lx 1.5t,Used,4.4,black,black,FWD,30–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,50554,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
610,2021,cr-v ex,Used,4.9,white,ivory,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,19665,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer
611,2017,pilot ex-l,Used,4.7,silver,beige,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,109088,4.8,4.7,4.7,4.6,4.7,4.7,TX,Dealer
612,2023,civic ex,New,4.5,morning mist metallic,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,7,4.5,4.5,4.8,4.7,4.8,5.0,PA,Dealer
613,2020,cr-v ex,Used,4.6,lunar silver metallic,ivory,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,14325,4.9,4.8,4.8,4.8,4.9,4.9,IA,Dealer
614,2021,cr-v hybrid touring,Used,5.0,white,gray,AWD,35–40,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,27135,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
615,2023,cr-v ex,New,4.8,radiant red metallic,gray,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,180,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
616,2021,passport sport,Used,4.6,white,mocha,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12038,4.9,4.7,4.8,4.6,4.8,4.8,NE,Dealer
617,2023,ridgeline rtl,New,4.8,sonic gray pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer
618,2017,ridgeline rtl-t,Used,4.0,white,beige,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,70976,4.8,4.7,4.7,4.4,4.7,4.7,IL,Dealer
619,2020,passport elite,Honda Certified,4.5,black copper pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,46790,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer
620,2023,pilot ex-l 8-passenger,New,4.9,lunar silver metallic,gray,AWD,19–25,Gasoline,10-speed automatic,V6 Cylinder Engine,21,4.7,4.9,4.3,4.4,5.0,4.8,MA,Dealer
621,2021,pilot black edition,Used,4.9,modern steel metallic,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4879,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
622,2020,odyssey ex-l w/navigation/res,Honda Certified,4.9,crystal black pearl,mocha,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,32622,4.8,4.8,4.7,4.6,4.7,4.7,MN,Dealer
623,2017,cr-v ex-l,Used,4.8,modern steel metallic,gray,AWD,27–33,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,81907,4.8,4.8,4.7,4.7,4.8,4.8,OH,Dealer
624,2021,civic ex,Used,4.8,crystal black pearl,black,FWD,32–42,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,20608,4.6,4.7,4.7,4.6,4.8,4.6,NY,Dealer
625,2022,accord sport 2.0t,New,5.0,crystal black pearl,black,FWD,22–32,Gasoline,10-speed automatic,2.0L I4 16V GDI DOHC Turbo,3,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
626,2018,hr-v ex,Used,2.7,red,black,FWD,28–34,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,50781,4.7,4.5,4.7,4.6,4.8,4.8,LA,Dealer
627,2018,odyssey elite,Used,5.0,silver metallic,beige,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,78359,4.8,4.7,4.6,4.3,4.7,4.6,FL,Dealer
628,2022,pilot trailsport,New,5.0,sonic gray pearl,black,AWD,19–25,Gasoline,9-speed automatic,V6 Cylinder Engine,12,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
629,2010,pilot touring,Used,4.6,crystal black pearl,gray,4WD,16–22,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,118904,4.7,4.5,4.4,4.5,4.4,4.6,WI,Dealer
630,2022,passport ex-l,New,5.0,sonic gray pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2750,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer
631,2020,civic lx,Used,4.0,gray,black,FWD,30–38,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,43956,4.8,4.8,4.9,4.8,4.9,4.9,AL,Dealer
632,2023,pilot touring,New,4.8,white diamond pearl,gray,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.8,4.5,4.5,5.0,4.6,5.0,IL,Dealer
633,2022,accord sport 1.5t,New,4.8,platinum white pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,1,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
634,2020,accord ex-l,Honda Certified,4.7,platinum white,mocha,FWD,30–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,17246,4.8,4.8,4.8,4.8,4.9,4.9,MO,Dealer
635,2023,civic sport,New,5.0,platinum white pearl,black,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,7,4.7,4.6,4.3,4.7,4.3,4.7,CA,Dealer
636,2020,passport ex-l,Used,3.0,lunar silver metallic,black,AWD,19–24,Gasoline,automatic,V6 Cylinder Engine,34381,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer
637,2023,cr-v hybrid sport touring,New,4.7,platinum white pearl,gray,AWD,34–40,Hybrid,cvt,4 Cylinder Engine,17,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer
638,2023,civic type r touring,New,5.0,sonic gray pearl,red / black,FWD,22–28,Gasoline,6-speed manual,4 Cylinder Engine,2,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
639,2022,pilot sport,New,5.0,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
640,2023,ridgeline rtl,New,4.5,platinum white pearl,mocha,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,4.8,4.8,4.2,5.0,5.0,KY,Dealer
641,2022,accord sport 1.5t,New,4.9,platinum white pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,12,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
642,2022,pilot special edition,Used,4.5,nh 877,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12173,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
643,2023,cr-v hybrid sport touring,New,4.4,radiant red metallic,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,10,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
644,2014,accord sport,Used,4.7,black,black,FWD,26–34,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,121400,4.6,4.6,4.6,4.6,4.7,4.8,MA,Dealer
645,2022,pilot special edition,New,4.2,platinum white pearl,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
646,2022,pilot ex-l,New,5.0,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,13,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
647,2018,civic lx,Used,4.1,crystal black pearl,black / gray,FWD,28–40,Gasoline,6-speed manual,2.0L I4 16V MPFI DOHC,20835,4.7,4.7,4.8,4.8,4.9,4.8,TX,Dealer
648,2023,cr-v ex,New,4.0,radiant red metallic,gray,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,1,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer
649,2020,accord sport 1.5t,Used,4.6,platinum white pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,16771,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer
650,2016,accord ex-l,Used,5.0,white orchid pearl,mocha,FWD,27–37,Gasoline,cvt w/sport mode,4 Cylinder Engine,74262,4.8,4.7,4.7,4.7,4.8,4.8,CO,Dealer
651,2014,pilot ex-l,Used,4.6,blue,mocha,FWD,18–25,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,149370,4.7,4.6,4.6,4.6,4.5,4.7,TX,Dealer
652,2023,civic si base,New,4.7,platinum white pearl,red / black,FWD,23–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,11,4.9,4.3,4.9,4.7,5.0,5.0,FL,Dealer
653,2007,element ex,Used,3.2,silver,black / gray,AWD,21–26,Gasoline,5-speed automatic,2.4L I4 DOHC i-VTEC 16V,139596,4.2,4.4,4.2,4.5,4.5,4.6,IN,Dealer
654,2021,clarity plug-in hybrid base,Honda Certified,4.5,white,mocha,FWD,23–31,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,17484,4.9,4.4,4.4,4.2,4.4,4.8,NJ,Dealer
655,2017,pilot ex-l,Used,4.7,red,beige,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,72661,4.8,4.7,4.7,4.6,4.7,4.7,AZ,Dealer
656,2017,accord hybrid touring,Used,4.7,silver,mocha,FWD,47–49,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,78723,4.8,4.8,4.7,4.6,4.9,4.8,WI,Dealer
657,2023,cr-v ex-l,New,4.0,canyon,mocha,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,12,5.0,5.0,5.0,4.0,4.0,5.0,KS,Dealer
658,2021,accord hybrid touring,Used,4.7,platinum white pearl,ivory,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,40960,4.7,4.5,4.5,4.4,4.6,4.4,SC,Dealer
659,2022,accord sport se,New,2.4,lunar silver metallic,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,1,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
660,2022,accord hybrid sport,Used,5.0,crystal black pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,9453,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer
661,2022,accord sport 1.5t,New,4.9,black,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,15,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer
